num_s,area,repetition,s_method
289,1.6055363321799307,8,MC
324,2.0246913580246915,8,MC
361,1.5955678670360112,8,MC
400,1.2,8,MC
441,1.2698412698412698,8,MC
484,1.6859504132231404,8,MC
529,1.3005671077504726,8,MC
576,1.8055555555555556,8,MC
625,1.4592,8,MC
676,1.6331360946745561,8,MC
729,1.887517146776406,8,MC
784,1.3877551020408163,8,MC
841,1.6932223543400713,8,MC
900,1.7777777777777777,8,MC
961,1.4651404786680542,8,MC
1024,1.53125,8,MC
1089,1.3076216712580349,8,MC
1156,1.3840830449826989,8,MC
1225,1.619591836734694,8,MC
1296,1.5308641975308641,8,MC
1369,1.6712929145361577,8,MC
1444,1.5290858725761773,8,MC
1521,1.346482577251808,8,MC
1600,1.49,8,MC
1681,1.7132659131469363,8,MC
1764,1.5963718820861679,8,MC
1849,1.531638723634397,8,MC
1936,1.6363636363636365,8,MC
2025,1.588148148148148,8,MC
2116,1.4291115311909264,8,MC
2209,1.6731552738795836,8,MC
2304,1.5486111111111112,8,MC
2401,1.472719700124948,8,MC
2500,1.376,8,MC
2601,1.3594771241830066,8,MC
2704,1.5976331360946745,8,MC
2809,1.6518333926664293,8,MC
2916,1.4814814814814814,8,MC
3025,1.433388429752066,8,MC
3136,1.5918367346938775,8,MC
3249,1.600492459218221,8,MC
3364,1.488703923900119,8,MC
3481,1.4662453318012065,8,MC
3600,1.5644444444444445,8,MC
3721,1.4920720236495566,8,MC
3844,1.481789802289282,8,MC
3969,1.5802469135802468,8,MC
4096,1.53125,8,MC
4225,1.4125443786982248,8,MC
4356,1.5684113865932048,8,MC
4489,1.5468924036533749,8,MC
4624,1.5155709342560553,8,MC
4761,1.465238395295106,8,MC
4900,1.449795918367347,8,MC
5041,1.529855187462805,8,MC
5184,1.5185185185185186,8,MC
5329,1.4411709513980109,8,MC
5476,1.5427319211102994,8,MC
5625,1.5217777777777777,8,MC
5776,1.5706371191135735,8,MC
5929,1.6191600607185024,8,MC
6084,1.5358316896778434,8,MC
6241,1.5253965710623298,8,MC
6400,1.5825,8,MC
6561,1.5851242188690748,8,MC
6724,1.6061867935752527,8,MC
6889,1.4655247496008128,8,MC
7056,1.6598639455782314,8,MC
7225,1.552387543252595,8,MC
7396,1.568415359653867,8,MC
7569,1.47760602457392,8,MC
7744,1.6384297520661157,8,MC
7921,1.5432394899633886,8,MC
8100,1.511111111111111,8,MC
100,0.96,8,LHS
121,1.8512396694214877,8,LHS
144,1.0,8,LHS
169,1.6094674556213018,8,LHS
196,1.469387755102041,8,LHS
225,1.7777777777777777,8,LHS
256,1.5,8,LHS
289,1.273356401384083,8,LHS
324,1.4320987654320987,8,LHS
361,1.6842105263157894,8,LHS
400,1.64,8,LHS
441,1.4149659863945578,8,LHS
484,1.6859504132231404,8,LHS
529,1.5122873345935728,8,LHS
576,1.6666666666666667,8,LHS
625,1.6896,8,LHS
676,1.467455621301775,8,LHS
729,1.5582990397805212,8,LHS
784,1.836734693877551,8,LHS
841,1.7312722948870392,8,LHS
900,1.3155555555555556,8,LHS
961,1.5317377731529656,8,LHS
1024,1.703125,8,LHS
1089,1.5573921028466482,8,LHS
1156,1.5778546712802768,8,LHS
1225,1.593469387755102,8,LHS
1296,1.6419753086419753,8,LHS
1369,1.3440467494521549,8,LHS
1444,1.4847645429362881,8,LHS
1521,1.5253122945430637,8,LHS
1600,1.53,8,LHS
1681,1.5133848899464604,8,LHS
1764,1.5963718820861679,8,LHS
1849,1.5835586803677664,8,LHS
1936,1.3636363636363635,8,LHS
2025,1.5565432098765433,8,LHS
2116,1.444234404536862,8,LHS
2209,1.4051607062019014,8,LHS
2304,1.6319444444444444,8,LHS
2401,1.5993336109954186,8,LHS
2500,1.6192,8,LHS
2601,1.562475970780469,8,LHS
2704,1.3846153846153846,8,LHS
2809,1.4581701673193308,8,LHS
2916,1.5473251028806585,8,LHS
3025,1.6079338842975206,8,LHS
3136,1.5204081632653061,8,LHS
3249,1.5758694983071715,8,LHS
3364,1.4649227110582639,8,LHS
3481,1.4524561907497846,8,LHS
3600,1.52,8,LHS
3721,1.5479709755442086,8,LHS
3844,1.6690946930280957,8,LHS
3969,1.6286218190980095,8,LHS
4096,1.53125,8,LHS
4225,1.605680473372781,8,LHS
4356,1.5573921028466482,8,LHS
4489,1.5504566718645578,8,LHS
4624,1.6885813148788926,8,LHS
4761,1.4921235034656586,8,LHS
4900,1.5020408163265306,8,LHS
5041,1.5520730013886133,8,LHS
5184,1.4475308641975309,8,LHS
5329,1.618314880840683,8,LHS
5476,1.633308984660336,8,LHS
5625,1.5217777777777777,8,LHS
5776,1.592797783933518,8,LHS
5929,1.5139146567717996,8,LHS
6084,1.559500328731098,8,LHS
6241,1.4971959621855473,8,LHS
6400,1.4825,8,LHS
6561,1.5997561347355587,8,LHS
6724,1.4586555621653778,8,LHS
6889,1.6048773406880534,8,LHS
7056,1.598639455782313,8,LHS
7225,1.5413148788927336,8,LHS
7396,1.5597620335316387,8,LHS
7569,1.521997621878716,8,LHS
7744,1.5454545454545454,8,LHS
7921,1.6058578462315365,8,LHS
8100,1.5348148148148149,8,LHS
100,1.6,8,OS
121,1.4545454545454546,8,OS
144,1.4444444444444444,8,OS
169,1.4201183431952662,8,OS
196,1.3877551020408163,8,OS
225,1.7066666666666668,8,OS
256,1.6875,8,OS
289,1.7162629757785468,8,OS
324,1.6296296296296295,8,OS
361,1.551246537396122,8,OS
400,1.4,8,OS
441,1.5963718820861679,8,OS
484,1.5206611570247934,8,OS
529,1.4820415879017013,8,OS
576,1.6388888888888888,8,OS
625,1.6384,8,OS
676,1.7041420118343196,8,OS
729,1.4046639231824416,8,OS
784,1.5918367346938775,8,OS
841,1.5600475624256838,8,OS
900,1.6355555555555557,8,OS
961,1.5650364203954215,8,OS
1024,1.53125,8,OS
1089,1.4986225895316805,8,OS
1156,1.5778546712802768,8,OS
1225,1.5673469387755101,8,OS
1296,1.5185185185185186,8,OS
1369,1.6362308254200146,8,OS
1444,1.5734072022160666,8,OS
1521,1.5042735042735043,8,OS
1600,1.59,8,OS
1681,1.5324211778703154,8,OS
1764,1.5056689342403629,8,OS
1849,1.5143320713899404,8,OS
1936,1.5950413223140496,8,OS
2025,1.4933333333333334,8,OS
2116,1.55765595463138,8,OS
2209,1.5717519239474875,8,OS
2304,1.5694444444444444,8,OS
2401,1.5326947105372761,8,OS
2500,1.5488,8,OS
2601,1.5501730103806228,8,OS
2704,1.5621301775147929,8,OS
2809,1.5436098255606978,8,OS
2916,1.5528120713305897,8,OS
3025,1.5233057851239669,8,OS
3136,1.5561224489795917,8,OS
3249,1.5364727608494921,8,OS
3364,1.5172413793103448,8,OS
3481,1.5535765584602126,8,OS
3600,1.5244444444444445,8,OS
3721,1.5264713786616502,8,OS
3844,1.5400624349635796,8,OS
3969,1.5318720080624844,8,OS
4096,1.5625,8,OS
4225,1.567810650887574,8,OS
4356,1.5537190082644627,8,OS
4489,1.5183782579639118,8,OS
4624,1.5397923875432526,8,OS
4761,1.5526149968494014,8,OS
4900,1.5281632653061223,8,OS
5041,1.555246974806586,8,OS
5184,1.5617283950617284,8,OS
5329,1.5402514543066241,8,OS
5476,1.5368882395909422,8,OS
5625,1.5644444444444445,8,OS
5776,1.5373961218836565,8,OS
5929,1.5301062573789848,8,OS
6084,1.5358316896778434,8,OS
6241,1.5561608716551836,8,OS
6400,1.5425,8,OS
6561,1.5534217344916934,8,OS
6724,1.5681142177275431,8,OS
6889,1.5514588474379445,8,OS
7056,1.5351473922902494,8,OS
7225,1.5634602076124569,8,OS
7396,1.5100054083288263,8,OS
7569,1.5177698507068305,8,OS
7744,1.5392561983471074,8,OS
7921,1.5573791187981316,8,OS
8100,1.5506172839506174,8,OS
100,1.6,9,MC
121,1.71900826446281,9,MC
144,1.8888888888888888,9,MC
169,1.9881656804733727,9,MC
196,1.3061224489795917,9,MC
225,1.5644444444444445,9,MC
256,1.25,9,MC
289,1.7162629757785468,9,MC
324,1.728395061728395,9,MC
361,1.8614958448753463,9,MC
400,1.44,9,MC
441,1.7052154195011338,9,MC
484,1.7520661157024793,9,MC
529,1.391304347826087,9,MC
576,1.3055555555555556,9,MC
625,1.3824,9,MC
676,1.7988165680473374,9,MC
729,1.6680384087791496,9,MC
784,1.6938775510204083,9,MC
841,1.502972651605232,9,MC
900,1.6177777777777778,9,MC
961,1.5150884495317378,9,MC
1024,1.71875,9,MC
1089,1.5133149678604223,9,MC
1156,1.42560553633218,9,MC
1225,1.4889795918367348,9,MC
1296,1.5679012345679013,9,MC
1369,1.4842951059167275,9,MC
1444,1.5623268698060941,9,MC
1521,1.7146614069690993,9,MC
1600,1.45,9,MC
1681,1.6371207614515169,9,MC
1764,1.469387755102041,9,MC
1849,1.5229853975121688,9,MC
1936,1.628099173553719,9,MC
2025,1.5407407407407407,9,MC
2116,1.5727788279773156,9,MC
2209,1.5282933454051606,9,MC
2304,1.625,9,MC
2401,1.5726780508121616,9,MC
2500,1.5168,9,MC
2601,1.6978085351787775,9,MC
2704,1.5562130177514792,9,MC
2809,1.560697757208971,9,MC
2916,1.635116598079561,9,MC
3025,1.5550413223140496,9,MC
3136,1.6020408163265305,9,MC
3249,1.4970760233918128,9,MC
3364,1.4316290130796672,9,MC
3481,1.5719620798621086,9,MC
3600,1.6666666666666667,9,MC
3721,1.543671056167697,9,MC
3844,1.6024973985431843,9,MC
3969,1.4996220710506425,9,MC
4096,1.40625,9,MC
4225,1.5223668639053254,9,MC
4356,1.5684113865932048,9,MC
4489,1.6538204499888616,9,MC
4624,1.5155709342560553,9,MC
4761,1.6366309598823776,9,MC
4900,1.5053061224489797,9,MC
5041,1.5774647887323943,9,MC
5184,1.6481481481481481,9,MC
5329,1.5282416963783074,9,MC
5476,1.60409057706355,9,MC
5625,1.4762666666666666,9,MC
5776,1.5096952908587258,9,MC
5929,1.5570922583909597,9,MC
6084,1.5121630506245891,9,MC
6241,1.4997596539016183,9,MC
6400,1.495,9,MC
6561,1.5851242188690748,9,MC
6724,1.4776918500892327,9,MC
6889,1.560749020177094,9,MC
7056,1.469387755102041,9,MC
7225,1.5435294117647058,9,MC
7396,1.3910221741481883,9,MC
7569,1.583300303871053,9,MC
7744,1.5454545454545454,9,MC
7921,1.4846610276480243,9,MC
8100,1.5012345679012347,9,MC
100,1.6,9,LHS
121,1.0578512396694215,9,LHS
144,1.3333333333333333,9,LHS
169,1.3254437869822486,9,LHS
196,1.2244897959183674,9,LHS
225,1.4933333333333334,9,LHS
256,1.375,9,LHS
289,1.1072664359861593,9,LHS
324,1.3333333333333333,9,LHS
361,1.7728531855955678,9,LHS
400,1.28,9,LHS
441,1.560090702947846,9,LHS
484,1.6859504132231404,9,LHS
529,1.5425330812854443,9,LHS
576,1.4166666666666667,9,LHS
625,1.5616,9,LHS
676,1.4437869822485208,9,LHS
729,1.4705075445816187,9,LHS
784,1.469387755102041,9,LHS
841,1.4649227110582639,9,LHS
900,1.5466666666666666,9,LHS
961,1.5483870967741935,9,LHS
1024,1.578125,9,LHS
1089,1.4545454545454546,9,LHS
1156,1.508650519031142,9,LHS
1225,1.5673469387755101,9,LHS
1296,1.5679012345679013,9,LHS
1369,1.5076698319941564,9,LHS
1444,1.551246537396122,9,LHS
1521,1.4621959237343853,9,LHS
1600,1.58,9,LHS
1681,1.6751933372992267,9,LHS
1764,1.4603174603174602,9,LHS
1849,1.5056787452677123,9,LHS
1936,1.628099173553719,9,LHS
2025,1.6434567901234567,9,LHS
2116,1.55765595463138,9,LHS
2209,1.5789950203712086,9,LHS
2304,1.5347222222222223,9,LHS
2401,1.472719700124948,9,LHS
2500,1.5872,9,LHS
2601,1.5194156093810074,9,LHS
2704,1.5739644970414202,9,LHS
2809,1.55500177999288,9,LHS
2916,1.6296296296296295,9,LHS
3025,1.5814876033057852,9,LHS
3136,1.530612244897959,9,LHS
3249,1.428131732840874,9,LHS
3364,1.6218787158145065,9,LHS
3481,1.5949439816144786,9,LHS
3600,1.5333333333333334,9,LHS
3721,1.5178715399086267,9,LHS
3844,1.485952133194589,9,LHS
3969,1.5762156714537667,9,LHS
4096,1.51953125,9,LHS
4225,1.6435502958579882,9,LHS
4356,1.5500459136822773,9,LHS
4489,1.5540209400757408,9,LHS
4624,1.532871972318339,9,LHS
4761,1.5492543583280822,9,LHS
4900,1.4661224489795919,9,LHS
5041,1.606030549494148,9,LHS
5184,1.537037037037037,9,LHS
5329,1.5012197410395947,9,LHS
5476,1.5339663988312637,9,LHS
5625,1.6241777777777777,9,LHS
5776,1.5235457063711912,9,LHS
5929,1.5732838589981446,9,LHS
6084,1.4963839579224194,9,LHS
6241,1.5407787213587567,9,LHS
6400,1.54,9,LHS
6561,1.5339125133363816,9,LHS
6724,1.5252825698988697,9,LHS
6889,1.525910872405284,9,LHS
7056,1.6122448979591837,9,LHS
7225,1.5767474048442907,9,LHS
7396,1.5381287182260681,9,LHS
7569,1.564275333597569,9,LHS
7744,1.4834710743801653,9,LHS
7921,1.5270799141522535,9,LHS
8100,1.5407407407407407,9,LHS
100,1.92,9,OS
121,1.8512396694214877,9,OS
144,1.3333333333333333,9,OS
169,1.893491124260355,9,OS
196,1.469387755102041,9,OS
225,1.8488888888888888,9,OS
256,1.625,9,OS
289,1.494809688581315,9,OS
324,1.5802469135802468,9,OS
361,1.373961218836565,9,OS
400,1.64,9,OS
441,1.6326530612244898,9,OS
484,1.5206611570247934,9,OS
529,1.45179584120983,9,OS
576,1.3333333333333333,9,OS
625,1.536,9,OS
676,1.5384615384615385,9,OS
729,1.51440329218107,9,OS
784,1.6122448979591837,9,OS
841,1.5410225921521998,9,OS
900,1.5822222222222222,9,OS
961,1.5150884495317378,9,OS
1024,1.59375,9,OS
1089,1.5426997245179064,9,OS
1156,1.467128027681661,9,OS
1225,1.593469387755102,9,OS
1296,1.5185185185185186,9,OS
1369,1.5544192841490139,9,OS
1444,1.5290858725761773,9,OS
1521,1.472715318869165,9,OS
1600,1.47,9,OS
1681,1.5514574657941702,9,OS
1764,1.6054421768707483,9,OS
1849,1.5489453758788534,9,OS
1936,1.56198347107438,9,OS
2025,1.5802469135802468,9,OS
2116,1.55765595463138,9,OS
2209,1.5572657311000453,9,OS
2304,1.5277777777777777,9,OS
2401,1.4927113702623906,9,OS
2500,1.5232,9,OS
2601,1.5255670895809303,9,OS
2704,1.5266272189349113,9,OS
2809,1.5436098255606978,9,OS
2916,1.541838134430727,9,OS
3025,1.5709090909090908,9,OS
3136,1.5408163265306123,9,OS
3249,1.5660203139427515,9,OS
3364,1.5362663495838287,9,OS
3481,1.5489801781097385,9,OS
3600,1.56,9,OS
3721,1.5307712980381618,9,OS
3844,1.5525494276795004,9,OS
3969,1.5399344923154448,9,OS
4096,1.55859375,9,OS
4225,1.5450887573964498,9,OS
4356,1.5353535353535352,9,OS
4489,1.5504566718645578,9,OS
4624,1.532871972318339,9,OS
4761,1.5425330812854443,9,OS
4900,1.5444897959183674,9,OS
5041,1.5235072406268597,9,OS
5184,1.5617283950617284,9,OS
5329,1.5282416963783074,9,OS
5476,1.5252008765522278,9,OS
5625,1.5473777777777777,9,OS
5776,1.551246537396122,9,OS
5929,1.5382020576825772,9,OS
6084,1.5332018408941486,9,OS
6241,1.5356513379266143,9,OS
6400,1.545,9,OS
6561,1.5363511659807956,9,OS
6724,1.553837001784652,9,OS
6889,1.5839744520249674,9,OS
7056,1.5555555555555556,9,OS
7225,1.5391003460207613,9,OS
7396,1.5446187128177393,9,OS
7569,1.5558197912537983,9,OS
7744,1.5351239669421488,9,OS
7921,1.5593990657745234,9,OS
8100,1.5446913580246913,9,OS
100,1.6,10,MC
121,1.1900826446280992,10,MC
144,1.1111111111111112,10,MC
169,1.3254437869822486,10,MC
196,2.36734693877551,10,MC
225,1.4933333333333334,10,MC
256,1.9375,10,MC
289,1.494809688581315,10,MC
324,1.3333333333333333,10,MC
361,1.6842105263157894,10,MC
400,1.32,10,MC
441,1.1972789115646258,10,MC
484,1.3553719008264462,10,MC
529,1.8147448015122873,10,MC
576,1.5277777777777777,10,MC
625,1.6896,10,MC
676,1.4911242603550297,10,MC
729,1.5582990397805212,10,MC
784,1.5918367346938775,10,MC
841,1.5600475624256838,10,MC
900,1.7777777777777777,10,MC
961,1.2320499479708638,10,MC
1024,1.40625,10,MC
1089,1.601469237832874,10,MC
1156,1.439446366782007,10,MC
1225,1.619591836734694,10,MC
1296,1.5802469135802468,10,MC
1369,1.4609203798392987,10,MC
1444,1.706371191135734,10,MC
1521,1.7777777777777777,10,MC
1600,1.57,10,MC
1681,1.4753123140987507,10,MC
1764,1.6054421768707483,10,MC
1849,1.652785289345592,10,MC
1936,1.4049586776859504,10,MC
2025,1.722469135802469,10,MC
2116,1.6786389413988658,10,MC
2209,1.4558623811679492,10,MC
2304,1.5347222222222223,10,MC
2401,1.5193669304456476,10,MC
2500,1.5488,10,MC
2601,1.2549019607843137,10,MC
2704,1.6449704142011834,10,MC
2809,1.55500177999288,10,MC
2916,1.5637860082304527,10,MC
3025,1.3064462809917354,10,MC
3136,1.4948979591836735,10,MC
3249,1.6448137888581102,10,MC
3364,1.5505350772889417,10,MC
3481,1.5903476012640045,10,MC
3600,1.5777777777777777,10,MC
3721,1.5221714592851383,10,MC
3844,1.5983350676378771,10,MC
3969,1.5802469135802468,10,MC
4096,1.5234375,10,MC
4225,1.3784615384615384,10,MC
4356,1.5243342516069789,10,MC
4489,1.5148139897527289,10,MC
4624,1.5674740484429066,10,MC
4761,1.5761394664986348,10,MC
4900,1.619591836734694,10,MC
5041,1.3838524102360643,10,MC
5184,1.5524691358024691,10,MC
5329,1.5192343779320698,10,MC
5476,1.5427319211102994,10,MC
5625,1.6014222222222223,10,MC
5776,1.4903047091412742,10,MC
5929,1.4815314555574295,10,MC
6084,1.5779092702169626,10,MC
6241,1.602307322544464,10,MC
6400,1.58,10,MC
6561,1.5997561347355587,10,MC
6724,1.5181439619274242,10,MC
6889,1.4887501814486863,10,MC
7056,1.5351473922902494,10,MC
7225,1.5324567474048443,10,MC
7396,1.6138453217955653,10,MC
7569,1.5685031047694544,10,MC
7744,1.572314049586777,10,MC
7921,1.5432394899633886,10,MC
8100,1.5565432098765433,10,MC
100,1.28,10,LHS
121,1.8512396694214877,10,LHS
144,1.3333333333333333,10,LHS
169,1.893491124260355,10,LHS
196,1.7142857142857142,10,LHS
225,1.6355555555555557,10,LHS
256,1.5,10,LHS
289,1.8269896193771626,10,LHS
324,1.2345679012345678,10,LHS
361,1.373961218836565,10,LHS
400,1.52,10,LHS
441,1.2335600907029478,10,LHS
484,1.3884297520661157,10,LHS
529,1.5122873345935728,10,LHS
576,1.5277777777777777,10,LHS
625,1.4336,10,LHS
676,1.7041420118343196,10,LHS
729,1.7119341563786008,10,LHS
784,1.3265306122448979,10,LHS
841,1.5600475624256838,10,LHS
900,1.3866666666666667,10,LHS
961,1.6482830385015608,10,LHS
1024,1.375,10,LHS
1089,1.5720844811753902,10,LHS
1156,1.467128027681661,10,LHS
1225,1.5151020408163265,10,LHS
1296,1.4691358024691359,10,LHS
1369,1.6829802775748721,10,LHS
1444,1.373961218836565,10,LHS
1521,1.6305062458908612,10,LHS
1600,1.43,10,LHS
1681,1.4943486020226056,10,LHS
1764,1.4784580498866213,10,LHS
1849,1.6354786371011358,10,LHS
1936,1.56198347107438,10,LHS
2025,1.382716049382716,10,LHS
2116,1.5954631379962192,10,LHS
2209,1.6224535989135356,10,LHS
2304,1.5625,10,LHS
2401,1.4394002498958767,10,LHS
2500,1.5808,10,LHS
2601,1.5686274509803921,10,LHS
2704,1.7396449704142012,10,LHS
2809,1.515129939480242,10,LHS
2916,1.5198902606310014,10,LHS
3025,1.4968595041322315,10,LHS
3136,1.5714285714285714,10,LHS
3249,1.6152662357648506,10,LHS
3364,1.5648038049940547,10,LHS
3481,1.5581729388106866,10,LHS
3600,1.551111111111111,10,LHS
3721,1.5866702499328138,10,LHS
3844,1.5733610822060353,10,LHS
3969,1.5963718820861679,10,LHS
4096,1.625,10,LHS
4225,1.4920710059171598,10,LHS
4356,1.5243342516069789,10,LHS
4489,1.5148139897527289,10,LHS
4624,1.588235294117647,10,LHS
4761,1.4887628649443394,10,LHS
4900,1.5379591836734694,10,LHS
5041,1.5679428684784764,10,LHS
5184,1.5123456790123457,10,LHS
5329,1.5012197410395947,10,LHS
5476,1.5719503287070855,10,LHS
5625,1.5274666666666668,10,LHS
5776,1.4903047091412742,10,LHS
5929,1.6245572609208974,10,LHS
6084,1.5673898750821829,10,LHS
6241,1.5177054959141163,10,LHS
6400,1.5225,10,LHS
6561,1.5997561347355587,10,LHS
6724,1.5110053539559787,10,LHS
6889,1.5166206996661344,10,LHS
7056,1.5351473922902494,10,LHS
7225,1.5413148788927336,10,LHS
7396,1.5186587344510547,10,LHS
7569,1.5283392786365437,10,LHS
7744,1.5144628099173554,10,LHS
7921,1.535159702057821,10,LHS
8100,1.5585185185185184,10,LHS
100,1.76,10,OS
121,1.71900826446281,10,OS
144,1.6666666666666667,10,OS
169,1.136094674556213,10,OS
196,1.6326530612244898,10,OS
225,1.4933333333333334,10,OS
256,1.9375,10,OS
289,1.494809688581315,10,OS
324,1.5802469135802468,10,OS
361,1.4626038781163435,10,OS
400,1.44,10,OS
441,1.5238095238095237,10,OS
484,1.6859504132231404,10,OS
529,1.5727788279773156,10,OS
576,1.6388888888888888,10,OS
625,1.536,10,OS
676,1.467455621301775,10,OS
729,1.5802469135802468,10,OS
784,1.510204081632653,10,OS
841,1.5600475624256838,10,OS
900,1.4577777777777778,10,OS
961,1.4984391259105099,10,OS
1024,1.46875,10,OS
1089,1.5280073461891643,10,OS
1156,1.5363321799307958,10,OS
1225,1.4889795918367348,10,OS
1296,1.5925925925925926,10,OS
1369,1.531044558071585,10,OS
1444,1.5623268698060941,10,OS
1521,1.598948060486522,10,OS
1600,1.55,10,OS
1681,1.5419393218322428,10,OS
1764,1.4875283446712018,10,OS
1849,1.5229853975121688,10,OS
1936,1.5702479338842976,10,OS
2025,1.5328395061728395,10,OS
2116,1.5727788279773156,10,OS
2209,1.5065640561339972,10,OS
2304,1.5555555555555556,10,OS
2401,1.5393586005830904,10,OS
2500,1.5808,10,OS
2601,1.5809304113802383,10,OS
2704,1.5502958579881656,10,OS
2809,1.5322178711285155,10,OS
2916,1.5637860082304527,10,OS
3025,1.5391735537190083,10,OS
3136,1.5459183673469388,10,OS
3249,1.5216989843028623,10,OS
3364,1.5790725326991677,10,OS
3481,1.5259982763573685,10,OS
3600,1.56,10,OS
3721,1.539371136791185,10,OS
3844,1.5525494276795004,10,OS
3969,1.5439657344419249,10,OS
4096,1.58984375,10,OS
4225,1.541301775147929,10,OS
4356,1.5610651974288339,10,OS
4489,1.5504566718645578,10,OS
4624,1.5501730103806228,10,OS
4761,1.5526149968494014,10,OS
4900,1.5771428571428572,10,OS
5041,1.5362031342987503,10,OS
5184,1.5555555555555556,10,OS
5329,1.537249014824545,10,OS
5476,1.5485756026296567,10,OS
5625,1.555911111111111,10,OS
5776,1.5457063711911356,10,OS
5929,1.5462978579861697,10,OS
6084,1.5568704799474031,10,OS
6241,1.54846979650697,10,OS
6400,1.5575,10,OS
6561,1.5461057765584514,10,OS
6724,1.5490779298036883,10,OS
6889,1.5700391929162434,10,OS
7056,1.5419501133786848,10,OS
7225,1.5656747404844291,10,OS
7396,1.5359653866955112,10,OS
7569,1.5262253930506011,10,OS
7744,1.5495867768595042,10,OS
7921,1.5210200732230779,10,OS
8100,1.554567901234568,10,OS
